mechanism_name,strategy_name,first_strategy_name,second_strategy_name,domain_name,year,n_outcomes,opposition,time_limit,n_rounds,f0,f1,reserved0,reserved1,reserved,resrank0,resrank1,resrank,strategy_params,second_strategy_params,perm_indx,max_pareto_welfare,utility_ranges,rank_ranges,ordinal_opposition,time,run_time,failed,succeeded,noffers0,noffers1,noffers,nreceived0,nreceived1,nreceived,nseen,pareto_dist,nash_dist,kalai_dist,modified_kalai_dist,max_welfare,ordinal_pareto_dist,ordinal_nash_dist,ordinal_kalai_dist,ordinal_modified_kalai_dist,ordinal_max_welfare,pareto_optimality,nash_optimality,kalai_optimality,modified_kalai_optimality,max_welfare_optimality,ordinal_pareto_optimality,ordinal_nash_optimality,ordinal_kalai_optimality,ordinal_modified_kalai_optimality,ordinal_max_welfare_optimality,steps,full_time,agreement_utils,agreement_ranks,welfare,welfare_rank,agreement,run_id,failed_after_init,trial
AOr,AgentSmith,AgentSmith,AgentSmith,Travel,2010,188160,0.27286538,,188161,-1.0,-1.0,-0.11061716,-0.1086063,"(-0.11061716193909855, -0.10860630386153043)",-0.11061716,-0.1086063,"[-0.11061716193909855, -0.10860630386153043]",,,0,1.6223549,"[[0.0, 1.0], [0.0, 1.0]]","[[5.314625850340136e-06, 1.0], [1.0629251700680271e-05, 1.0]]",0.029469283,43275.184,43231.63,False,False,2,1,"[2, 1]",1,2,"[1, 2]",3,1.1337774,1.3003566,1.3003566,1.3003566,-0.21922347,1.0668017,1.3891155,1.3891155,1.3891155,0.0,0.19829834,0.08050903,0.08050903,0.08050903,0.0,0.24565129,0.017739192,0.017739192,0.017739192,0.0,2.0,43276.04,"(-0.11061716193909855, -0.10860630386153043)","(0.0, 0.0)",-0.21922347,0.0,,6e24f4c7-1b2d-4b83-8ae7-c02bf5d921a4,False,0
AOr,AgentSmith-AgentFSEGA,AgentSmith,AgentFSEGA,Travel,2010,188160,0.27286538,,188161,-1.0,-1.0,-0.11061716,-0.1086063,"(-0.11061716193909855, -0.10860630386153043)",-0.11061716,-0.1086063,"[-0.11061716193909855, -0.10860630386153043]",,,0,1.6223549,"[[0.0, 1.0], [0.0, 1.0]]","[[5.314625850340136e-06, 1.0], [1.0629251700680271e-05, 1.0]]",0.029469283,43295.785,43235.75,False,False,1,1,"[1, 1]",1,1,"[1, 1]",2,1.1337774,1.3003566,1.3003566,1.3003566,-0.21922347,1.0668017,1.3891155,1.3891155,1.3891155,0.0,0.19829834,0.08050903,0.08050903,0.08050903,0.0,0.24565129,0.017739192,0.017739192,0.017739192,0.0,2.0,43296.973,"(-0.11061716193909855, -0.10860630386153043)","(0.0, 0.0)",-0.21922347,0.0,,b2f6fd02-103c-476b-ad42-3bb862d5320a,False,0
AOr,AgentSmith-AgentK,AgentSmith,AgentK,Travel,2010,188160,0.27286538,,188161,-1.0,-1.0,-0.11061716,-0.1086063,"(-0.11061716193909855, -0.10860630386153043)",-0.11061716,-0.1086063,"[-0.11061716193909855, -0.10860630386153043]",,,0,1.6223549,"[[0.0, 1.0], [0.0, 1.0]]","[[5.314625850340136e-06, 1.0], [1.0629251700680271e-05, 1.0]]",0.029469283,43300.082,43243.582,False,False,2,2,"[2, 2]",2,2,"[2, 2]",4,1.1337774,1.3003566,1.3003566,1.3003566,-0.21922347,1.0668017,1.3891155,1.3891155,1.3891155,0.0,0.19829834,0.08050903,0.08050903,0.08050903,0.0,0.24565129,0.017739192,0.017739192,0.017739192,0.0,3.0,43300.977,"(-0.11061716193909855, -0.10860630386153043)","(0.0, 0.0)",-0.21922347,0.0,,84cbeb66-2df4-47b4-a18c-ba2f91564326,False,0
AOr,AgentSmith-Nozomi,AgentSmith,Nozomi,Travel,2010,188160,0.27286538,,188161,-1.0,-1.0,-0.11061716,-0.1086063,"(-0.11061716193909855, -0.10860630386153043)",-0.11061716,-0.1086063,"[-0.11061716193909855, -0.10860630386153043]",,,0,1.6223549,"[[0.0, 1.0], [0.0, 1.0]]","[[5.314625850340136e-06, 1.0], [1.0629251700680271e-05, 1.0]]",0.029469283,43319.098,43255.715,False,False,2,2,"[2, 2]",2,2,"[2, 2]",4,1.1337774,1.3003566,1.3003566,1.3003566,-0.21922347,1.0668017,1.3891155,1.3891155,1.3891155,0.0,0.19829834,0.08050903,0.08050903,0.08050903,0.0,0.24565129,0.017739192,0.017739192,0.017739192,0.0,3.0,43320.28,"(-0.11061716193909855, -0.10860630386153043)","(0.0, 0.0)",-0.21922347,0.0,,188d5035-3229-416b-b713-04a472f06ff4,False,0
TAU0,AgentFSEGA-AgentK,AgentFSEGA,AgentK,Travel,2010,188160,0.27286538,,188161,-1.0,-1.0,-0.11061716,-0.1086063,"(-0.11061716193909855, -0.10860630386153043)",-0.11061716,-0.1086063,"[-0.11061716193909855, -0.10860630386153043]",,,0,1.6223549,"[[0.0, 1.0], [0.0, 1.0]]","[[5.314625850340136e-06, 1.0], [1.0629251700680271e-05, 1.0]]",0.029469283,43674.12,43674.098,False,False,3590,3590,"[3590, 3590]",3590,3590,"[3590, 3590]",7180,1.1337774,1.3003566,1.3003566,1.3003566,-0.21922347,1.0668017,1.3891155,1.3891155,1.3891155,0.0,0.19829834,0.08050903,0.08050903,0.08050903,0.0,0.24565129,0.017739192,0.017739192,0.017739192,0.0,3590.0,43675.43,"(-0.11061716193909855, -0.10860630386153043)","(0.0, 0.0)",-0.21922347,0.0,,fd4cf472-4c55-4b51-9802-724b8275f4e9,False,0
AOt,IAMcrazyHaggler-Yushu,IAMcrazyHaggler,Yushu,Travel,2010,188160,0.27286538,180.0,,-1.0,-1.0,-0.11061716,-0.1086063,"(-0.11061716193909855, -0.10860630386153043)",-0.11061716,-0.1086063,"[-0.11061716193909855, -0.10860630386153043]",,,0,1.6223549,"[[0.0, 1.0], [0.0, 1.0]]","[[5.314625850340136e-06, 1.0], [1.0629251700680271e-05, 1.0]]",0.029469283,204.5717,194.87856,False,False,1,0,"[1, 0]",0,1,"[0, 1]",1,1.1337774,1.3003566,1.3003566,1.3003566,-0.21922347,1.0668017,1.3891155,1.3891155,1.3891155,0.0,0.19829834,0.08050903,0.08050903,0.08050903,0.0,0.24565129,0.017739192,0.017739192,0.017739192,0.0,1.0,205.32599,"(-0.11061716193909855, -0.10860630386153043)","(0.0, 0.0)",-0.21922347,0.0,,a1e76661-9b7b-4476-8247-e0e38e804a5b,False,0
AOt,IAMcrazyHaggler,IAMcrazyHaggler,IAMcrazyHaggler,Travel,2010,188160,0.27286538,180.0,,-1.0,-1.0,-0.11061716,-0.1086063,"(-0.11061716193909855, -0.10860630386153043)",-0.11061716,-0.1086063,"[-0.11061716193909855, -0.10860630386153043]",,,0,1.6223549,"[[0.0, 1.0], [0.0, 1.0]]","[[5.314625850340136e-06, 1.0], [1.0629251700680271e-05, 1.0]]",0.029469283,230.14653,227.53433,False,False,22,23,"[22, 23]",23,22,"[23, 22]",45,1.1337774,1.3003566,1.3003566,1.3003566,-0.21922347,1.0668017,1.3891155,1.3891155,1.3891155,0.0,0.19829834,0.08050903,0.08050903,0.08050903,0.0,0.24565129,0.017739192,0.017739192,0.017739192,0.0,24.0,230.80809,"(-0.11061716193909855, -0.10860630386153043)","(0.0, 0.0)",-0.21922347,0.0,,28dbc8e7-533d-48f4-8f9c-cca5c6bbb234,False,0
AOr,AgentSmith-IAMhaggler,AgentSmith,IAMhaggler,Travel,2010,188160,0.27286538,,188161,-1.0,-1.0,-0.11061716,-0.1086063,"(-0.11061716193909855, -0.10860630386153043)",-0.11061716,-0.1086063,"[-0.11061716193909855, -0.10860630386153043]",,,0,1.6223549,"[[0.0, 1.0], [0.0, 1.0]]","[[5.314625850340136e-06, 1.0], [1.0629251700680271e-05, 1.0]]",0.029469283,43276.87,43237.45,False,False,2,1,"[2, 1]",1,2,"[1, 2]",3,1.1337774,1.3003566,1.3003566,1.3003566,-0.21922347,1.0668017,1.3891155,1.3891155,1.3891155,0.0,0.19829834,0.08050903,0.08050903,0.08050903,0.0,0.24565129,0.017739192,0.017739192,0.017739192,0.0,3.0,43278.04,"(-0.11061716193909855, -0.10860630386153043)","(0.0, 0.0)",-0.21922347,0.0,,6a35220b-e69e-4280-a240-d085a3563762,False,0
AOt,IAMcrazyHaggler-AgentK,IAMcrazyHaggler,AgentK,Travel,2010,188160,0.27286538,180.0,,-1.0,-1.0,-0.11061716,-0.1086063,"(-0.11061716193909855, -0.10860630386153043)",-0.11061716,-0.1086063,"[-0.11061716193909855, -0.10860630386153043]",,,0,1.6223549,"[[0.0, 1.0], [0.0, 1.0]]","[[5.314625850340136e-06, 1.0], [1.0629251700680271e-05, 1.0]]",0.029469283,234.16544,213.16916,False,False,7,6,"[7, 6]",6,7,"[6, 7]",13,1.1337774,1.3003566,1.3003566,1.3003566,-0.21922347,1.0668017,1.3891155,1.3891155,1.3891155,0.0,0.19829834,0.08050903,0.08050903,0.08050903,0.0,0.24565129,0.017739192,0.017739192,0.017739192,0.0,8.0,235.12694,"(-0.11061716193909855, -0.10860630386153043)","(0.0, 0.0)",-0.21922347,0.0,,15556c1b-7440-47eb-bc55-fa0230fd749d,False,0
AOt,IAMcrazyHaggler-AgentSmith,IAMcrazyHaggler,AgentSmith,Travel,2010,188160,0.27286538,180.0,,-1.0,-1.0,-0.11061716,-0.1086063,"(-0.11061716193909855, -0.10860630386153043)",-0.11061716,-0.1086063,"[-0.11061716193909855, -0.10860630386153043]",,,0,1.6223549,"[[0.0, 1.0], [0.0, 1.0]]","[[5.314625850340136e-06, 1.0], [1.0629251700680271e-05, 1.0]]",0.029469283,235.82532,223.89624,False,False,1,0,"[1, 0]",0,1,"[0, 1]",1,1.1337774,1.3003566,1.3003566,1.3003566,-0.21922347,1.0668017,1.3891155,1.3891155,1.3891155,0.0,0.19829834,0.08050903,0.08050903,0.08050903,0.0,0.24565129,0.017739192,0.017739192,0.017739192,0.0,1.0,236.7092,"(-0.11061716193909855, -0.10860630386153043)","(0.0, 0.0)",-0.21922347,0.0,,6ef65d91-9629-4b59-8734-0e669d65d140,False,0
AOt,IAMcrazyHaggler-IAMhaggler,IAMcrazyHaggler,IAMhaggler,Travel,2010,188160,0.27286538,180.0,,-1.0,-1.0,-0.11061716,-0.1086063,"(-0.11061716193909855, -0.10860630386153043)",-0.11061716,-0.1086063,"[-0.11061716193909855, -0.10860630386153043]",,,0,1.6223549,"[[0.0, 1.0], [0.0, 1.0]]","[[5.314625850340136e-06, 1.0], [1.0629251700680271e-05, 1.0]]",0.029469283,238.81471,232.28351,False,False,2,1,"[2, 1]",1,2,"[1, 2]",3,1.1337774,1.3003566,1.3003566,1.3003566,-0.21922347,1.0668017,1.3891155,1.3891155,1.3891155,0.0,0.19829834,0.08050903,0.08050903,0.08050903,0.0,0.24565129,0.017739192,0.017739192,0.017739192,0.0,2.0,240.08377,"(-0.11061716193909855, -0.10860630386153043)","(0.0, 0.0)",-0.21922347,0.0,,6af87c83-6efe-4713-806b-f2639b4e1e41,False,0
TAU0,AgentFSEGA-IAMcrazyHaggler,AgentFSEGA,IAMcrazyHaggler,Travel,2010,188160,0.27286538,,188161,-1.0,-1.0,-0.11061716,-0.1086063,"(-0.11061716193909855, -0.10860630386153043)",-0.11061716,-0.1086063,"[-0.11061716193909855, -0.10860630386153043]",,,0,1.6223549,"[[0.0, 1.0], [0.0, 1.0]]","[[5.314625850340136e-06, 1.0], [1.0629251700680271e-05, 1.0]]",0.029469283,43904.78,43904.76,False,False,4507,4507,"[4507, 4507]",4507,4507,"[4507, 4507]",9014,1.1337774,1.3003566,1.3003566,1.3003566,-0.21922347,1.0668017,1.3891155,1.3891155,1.3891155,0.0,0.19829834,0.08050903,0.08050903,0.08050903,0.0,0.24565129,0.017739192,0.017739192,0.017739192,0.0,4507.0,43905.574,"(-0.11061716193909855, -0.10860630386153043)","(0.0, 0.0)",-0.21922347,0.0,,c82ea2ae-8f13-40e6-a6a3-e6b80975199d,False,0
AOt,IAMcrazyHaggler-Nozomi,IAMcrazyHaggler,Nozomi,Travel,2010,188160,0.27286538,180.0,,-1.0,-1.0,-0.11061716,-0.1086063,"(-0.11061716193909855, -0.10860630386153043)",-0.11061716,-0.1086063,"[-0.11061716193909855, -0.10860630386153043]",,,0,1.6223549,"[[0.0, 1.0], [0.0, 1.0]]","[[5.314625850340136e-06, 1.0], [1.0629251700680271e-05, 1.0]]",0.029469283,374.1932,362.40692,False,False,0,0,"[0, 0]",0,0,"[0, 0]",0,1.1337774,1.3003566,1.3003566,1.3003566,-0.21922347,1.0668017,1.3891155,1.3891155,1.3891155,0.0,0.19829834,0.08050903,0.08050903,0.08050903,0.0,0.24565129,0.017739192,0.017739192,0.017739192,0.0,1.0,375.13474,"(-0.11061716193909855, -0.10860630386153043)","(0.0, 0.0)",-0.21922347,0.0,,8191d2c9-832b-4b72-97d4-9d6b85e6d33f,False,0
TAU0,AgentFSEGA-Yushu,AgentFSEGA,Yushu,Travel,2010,188160,0.27286538,,188161,-1.0,-1.0,-0.11061716,-0.1086063,"(-0.11061716193909855, -0.10860630386153043)",-0.11061716,-0.1086063,"[-0.11061716193909855, -0.10860630386153043]",,,0,1.6223549,"[[0.0, 1.0], [0.0, 1.0]]","[[5.314625850340136e-06, 1.0], [1.0629251700680271e-05, 1.0]]",0.029469283,43952.445,43952.367,False,False,168,168,"[168, 168]",168,168,"[168, 168]",336,1.1337774,1.3003566,1.3003566,1.3003566,-0.21922347,1.0668017,1.3891155,1.3891155,1.3891155,0.0,0.19829834,0.08050903,0.08050903,0.08050903,0.0,0.24565129,0.017739192,0.017739192,0.017739192,0.0,168.0,43953.242,"(-0.11061716193909855, -0.10860630386153043)","(0.0, 0.0)",-0.21922347,0.0,,3f540440-644f-4303-bf4d-9b0bf6dd8ebd,False,0
TAU0,AgentSmith-Yushu,AgentSmith,Yushu,Travel,2010,188160,0.27286538,,188161,-1.0,-1.0,-0.11061716,-0.1086063,"(-0.11061716193909855, -0.10860630386153043)",-0.11061716,-0.1086063,"[-0.11061716193909855, -0.10860630386153043]",,,0,1.6223549,"[[0.0, 1.0], [0.0, 1.0]]","[[5.314625850340136e-06, 1.0], [1.0629251700680271e-05, 1.0]]",0.029469283,43441.004,43439.914,False,False,86,86,"[86, 86]",86,86,"[86, 86]",172,1.1337774,1.3003566,1.3003566,1.3003566,-0.21922347,1.0668017,1.3891155,1.3891155,1.3891155,0.0,0.19829834,0.08050903,0.08050903,0.08050903,0.0,0.24565129,0.017739192,0.017739192,0.017739192,0.0,86.0,43441.715,"(-0.11061716193909855, -0.10860630386153043)","(0.0, 0.0)",-0.21922347,0.0,,8c09bdaa-e81e-4a28-b9bf-7297fafc3c10,False,0
AOt,IAMhaggler-IAMcrazyHaggler,IAMhaggler,IAMcrazyHaggler,Travel,2010,188160,0.27286538,180.0,,-1.0,-1.0,-0.11061716,-0.1086063,"(-0.11061716193909855, -0.10860630386153043)",-0.11061716,-0.1086063,"[-0.11061716193909855, -0.10860630386153043]",,,0,1.6223549,"[[0.0, 1.0], [0.0, 1.0]]","[[5.314625850340136e-06, 1.0], [1.0629251700680271e-05, 1.0]]",0.029469283,382.9308,371.97787,False,False,0,0,"[0, 0]",0,0,"[0, 0]",0,1.1337774,1.3003566,1.3003566,1.3003566,-0.21922347,1.0668017,1.3891155,1.3891155,1.3891155,0.0,0.19829834,0.08050903,0.08050903,0.08050903,0.0,0.24565129,0.017739192,0.017739192,0.017739192,0.0,1.0,383.83694,"(-0.11061716193909855, -0.10860630386153043)","(0.0, 0.0)",-0.21922347,0.0,,8927b8aa-a8eb-47ef-a54a-d1359e50a376,False,0
AOt,IAMhaggler-AgentSmith,IAMhaggler,AgentSmith,Travel,2010,188160,0.27286538,180.0,,-1.0,-1.0,-0.11061716,-0.1086063,"(-0.11061716193909855, -0.10860630386153043)",-0.11061716,-0.1086063,"[-0.11061716193909855, -0.10860630386153043]",,,0,1.6223549,"[[0.0, 1.0], [0.0, 1.0]]","[[5.314625850340136e-06, 1.0], [1.0629251700680271e-05, 1.0]]",0.029469283,254.2256,196.97752,False,False,0,0,"[0, 0]",0,0,"[0, 0]",0,1.1337774,1.3003566,1.3003566,1.3003566,-0.21922347,1.0668017,1.3891155,1.3891155,1.3891155,0.0,0.19829834,0.08050903,0.08050903,0.08050903,0.0,0.24565129,0.017739192,0.017739192,0.017739192,0.0,1.0,254.9781,"(-0.11061716193909855, -0.10860630386153043)","(0.0, 0.0)",-0.21922347,0.0,,eac5322d-2de5-4308-bbd4-a5ca79d574f1,False,0
TAU0,AgentSmith-AgentK,AgentSmith,AgentK,Travel,2010,188160,0.27286538,,188161,-1.0,-1.0,-0.11061716,-0.1086063,"(-0.11061716193909855, -0.10860630386153043)",-0.11061716,-0.1086063,"[-0.11061716193909855, -0.10860630386153043]",,,0,1.6223549,"[[0.0, 1.0], [0.0, 1.0]]","[[5.314625850340136e-06, 1.0], [1.0629251700680271e-05, 1.0]]",0.029469283,43461.965,43436.035,False,False,169,169,"[169, 169]",169,169,"[169, 169]",338,1.1337774,1.3003566,1.3003566,1.3003566,-0.21922347,1.0668017,1.3891155,1.3891155,1.3891155,0.0,0.19829834,0.08050903,0.08050903,0.08050903,0.0,0.24565129,0.017739192,0.017739192,0.017739192,0.0,169.0,43462.934,"(-0.11061716193909855, -0.10860630386153043)","(0.0, 0.0)",-0.21922347,0.0,,0d9f1dd8-ca77-4ea5-a6a2-2c297ed8f331,False,0
TAU0,AgentSmith-IAMcrazyHaggler,AgentSmith,IAMcrazyHaggler,Travel,2010,188160,0.27286538,,188161,-1.0,-1.0,-0.11061716,-0.1086063,"(-0.11061716193909855, -0.10860630386153043)",-0.11061716,-0.1086063,"[-0.11061716193909855, -0.10860630386153043]",,,0,1.6223549,"[[0.0, 1.0], [0.0, 1.0]]","[[5.314625850340136e-06, 1.0], [1.0629251700680271e-05, 1.0]]",0.029469283,43521.27,43491.566,False,False,171,171,"[171, 171]",171,171,"[171, 171]",342,1.1337774,1.3003566,1.3003566,1.3003566,-0.21922347,1.0668017,1.3891155,1.3891155,1.3891155,0.0,0.19829834,0.08050903,0.08050903,0.08050903,0.0,0.24565129,0.017739192,0.017739192,0.017739192,0.0,171.0,43522.008,"(-0.11061716193909855, -0.10860630386153043)","(0.0, 0.0)",-0.21922347,0.0,,68c4ef1d-aeba-4269-8b13-01a190a9bef7,False,0
TAU0,AgentFSEGA-Nozomi,AgentFSEGA,Nozomi,Travel,2010,188160,0.27286538,,188161,-1.0,-1.0,-0.11061716,-0.1086063,"(-0.11061716193909855, -0.10860630386153043)",-0.11061716,-0.1086063,"[-0.11061716193909855, -0.10860630386153043]",,,0,1.6223549,"[[0.0, 1.0], [0.0, 1.0]]","[[5.314625850340136e-06, 1.0], [1.0629251700680271e-05, 1.0]]",0.029469283,44443.15,44442.477,False,False,3734,3734,"[3734, 3734]",3734,3734,"[3734, 3734]",7468,1.1337774,1.3003566,1.3003566,1.3003566,-0.21922347,1.0668017,1.3891155,1.3891155,1.3891155,0.0,0.19829834,0.08050903,0.08050903,0.08050903,0.0,0.24565129,0.017739192,0.017739192,0.017739192,0.0,3734.0,44443.883,"(-0.11061716193909855, -0.10860630386153043)","(0.0, 0.0)",-0.21922347,0.0,,229fd4db-1e85-4068-b769-1d052e645dee,False,0
TAU0,AgentFSEGA-IAMhaggler,AgentFSEGA,IAMhaggler,Travel,2010,188160,0.27286538,,188161,-1.0,-1.0,-0.11061716,-0.1086063,"(-0.11061716193909855, -0.10860630386153043)",-0.11061716,-0.1086063,"[-0.11061716193909855, -0.10860630386153043]",,,0,1.6223549,"[[0.0, 1.0], [0.0, 1.0]]","[[5.314625850340136e-06, 1.0], [1.0629251700680271e-05, 1.0]]",0.029469283,44436.934,44436.715,False,False,27,27,"[27, 27]",27,27,"[27, 27]",54,1.1337774,1.3003566,1.3003566,1.3003566,-0.21922347,1.0668017,1.3891155,1.3891155,1.3891155,0.0,0.19829834,0.08050903,0.08050903,0.08050903,0.0,0.24565129,0.017739192,0.017739192,0.017739192,0.0,27.0,44437.836,"(-0.11061716193909855, -0.10860630386153043)","(0.0, 0.0)",-0.21922347,0.0,,4b17bcec-78a9-452d-a1dc-dcab7df7e6c4,False,0
AOt,IAMcrazyHaggler-AgentFSEGA,IAMcrazyHaggler,AgentFSEGA,Travel,2010,188160,0.27286538,180.0,,-1.0,-1.0,-0.11061716,-0.1086063,"(-0.11061716193909855, -0.10860630386153043)",-0.11061716,-0.1086063,"[-0.11061716193909855, -0.10860630386153043]",,,0,1.6223549,"[[0.0, 1.0], [0.0, 1.0]]","[[5.314625850340136e-06, 1.0], [1.0629251700680271e-05, 1.0]]",0.029469283,1071.0642,1047.0654,False,False,0,0,"[0, 0]",0,0,"[0, 0]",0,1.1337774,1.3003566,1.3003566,1.3003566,-0.21922347,1.0668017,1.3891155,1.3891155,1.3891155,0.0,0.19829834,0.08050903,0.08050903,0.08050903,0.0,0.24565129,0.017739192,0.017739192,0.017739192,0.0,1.0,1071.8738,"(-0.11061716193909855, -0.10860630386153043)","(0.0, 0.0)",-0.21922347,0.0,,805c1db0-10b1-4338-930f-db08895a15e8,False,0
TAU0,AgentSmith-Nozomi,AgentSmith,Nozomi,Travel,2010,188160,0.27286538,,188161,-1.0,-1.0,-0.11061716,-0.1086063,"(-0.11061716193909855, -0.10860630386153043)",-0.11061716,-0.1086063,"[-0.11061716193909855, -0.10860630386153043]",,,0,1.6223549,"[[0.0, 1.0], [0.0, 1.0]]","[[5.314625850340136e-06, 1.0], [1.0629251700680271e-05, 1.0]]",0.029469283,43246.027,43241.78,False,False,173,173,"[173, 173]",173,173,"[173, 173]",346,1.1337774,1.3003566,1.3003566,1.3003566,-0.21922347,1.0668017,1.3891155,1.3891155,1.3891155,0.0,0.19829834,0.08050903,0.08050903,0.08050903,0.0,0.24565129,0.017739192,0.017739192,0.017739192,0.0,173.0,43246.71,"(-0.11061716193909855, -0.10860630386153043)","(0.0, 0.0)",-0.21922347,0.0,,3f228594-55ec-478f-ad4d-8484beb8e37d,False,0
AOt,IAMhaggler-AgentFSEGA,IAMhaggler,AgentFSEGA,Travel,2010,188160,0.27286538,180.0,,-1.0,-1.0,-0.11061716,-0.1086063,"(-0.11061716193909855, -0.10860630386153043)",-0.11061716,-0.1086063,"[-0.11061716193909855, -0.10860630386153043]",,,0,1.6223549,"[[0.0, 1.0], [0.0, 1.0]]","[[5.314625850340136e-06, 1.0], [1.0629251700680271e-05, 1.0]]",0.029469283,601.43207,566.17645,False,False,0,0,"[0, 0]",0,0,"[0, 0]",0,1.1337774,1.3003566,1.3003566,1.3003566,-0.21922347,1.0668017,1.3891155,1.3891155,1.3891155,0.0,0.19829834,0.08050903,0.08050903,0.08050903,0.0,0.24565129,0.017739192,0.017739192,0.017739192,0.0,1.0,603.05927,"(-0.11061716193909855, -0.10860630386153043)","(0.0, 0.0)",-0.21922347,0.0,,763234c6-7d33-4511-be0f-d2a908fc63a0,False,0
TAU0,AgentSmith-IAMhaggler,AgentSmith,IAMhaggler,Travel,2010,188160,0.27286538,,188161,-1.0,-1.0,-0.11061716,-0.1086063,"(-0.11061716193909855, -0.10860630386153043)",-0.11061716,-0.1086063,"[-0.11061716193909855, -0.10860630386153043]",,,0,1.6223549,"[[0.0, 1.0], [0.0, 1.0]]","[[5.314625850340136e-06, 1.0], [1.0629251700680271e-05, 1.0]]",0.029469283,43401.023,43372.58,False,False,26,26,"[26, 26]",26,26,"[26, 26]",52,1.1337774,1.3003566,1.3003566,1.3003566,-0.21922347,1.0668017,1.3891155,1.3891155,1.3891155,0.0,0.19829834,0.08050903,0.08050903,0.08050903,0.0,0.24565129,0.017739192,0.017739192,0.017739192,0.0,26.0,43401.75,"(-0.11061716193909855, -0.10860630386153043)","(0.0, 0.0)",-0.21922347,0.0,,a14a6fdc-0419-4986-bf51-d4260f26aa0f,False,0
AOt,Nozomi-IAMcrazyHaggler,Nozomi,IAMcrazyHaggler,Travel,2010,188160,0.27286538,180.0,,-1.0,-1.0,-0.11061716,-0.1086063,"(-0.11061716193909855, -0.10860630386153043)",-0.11061716,-0.1086063,"[-0.11061716193909855, -0.10860630386153043]",,,0,1.6223549,"[[0.0, 1.0], [0.0, 1.0]]","[[5.314625850340136e-06, 1.0], [1.0629251700680271e-05, 1.0]]",0.029469283,202.72661,196.44933,False,False,9,43,"[9, 43]",43,9,"[43, 9]",52,1.1337774,1.3003566,1.3003566,1.3003566,-0.21922347,1.0668017,1.3891155,1.3891155,1.3891155,0.0,0.19829834,0.08050903,0.08050903,0.08050903,0.0,0.24565129,0.017739192,0.017739192,0.017739192,0.0,44.0,203.63934,"(-0.11061716193909855, -0.10860630386153043)","(0.0, 0.0)",-0.21922347,0.0,,3562e2fe-4259-4f5b-aa71-66dfc1b3bfb3,False,0
AOt,Nozomi-AgentSmith,Nozomi,AgentSmith,Travel,2010,188160,0.27286538,180.0,,-1.0,-1.0,-0.11061716,-0.1086063,"(-0.11061716193909855, -0.10860630386153043)",-0.11061716,-0.1086063,"[-0.11061716193909855, -0.10860630386153043]",,,0,1.6223549,"[[0.0, 1.0], [0.0, 1.0]]","[[5.314625850340136e-06, 1.0], [1.0629251700680271e-05, 1.0]]",0.029469283,206.73024,191.54276,False,False,1,1,"[1, 1]",1,1,"[1, 1]",2,1.1337774,1.3003566,1.3003566,1.3003566,-0.21922347,1.0668017,1.3891155,1.3891155,1.3891155,0.0,0.19829834,0.08050903,0.08050903,0.08050903,0.0,0.24565129,0.017739192,0.017739192,0.017739192,0.0,2.0,207.79362,"(-0.11061716193909855, -0.10860630386153043)","(0.0, 0.0)",-0.21922347,0.0,,810893ee-0b64-4bfe-a376-e2134aa76f95,False,0
TAU0,AgentSmith-AgentFSEGA,AgentSmith,AgentFSEGA,Travel,2010,188160,0.27286538,,188161,-1.0,-1.0,-0.11061716,-0.1086063,"(-0.11061716193909855, -0.10860630386153043)",-0.11061716,-0.1086063,"[-0.11061716193909855, -0.10860630386153043]",,,0,1.6223549,"[[0.0, 1.0], [0.0, 1.0]]","[[5.314625850340136e-06, 1.0], [1.0629251700680271e-05, 1.0]]",0.029469283,44610.62,44596.844,False,False,4,4,"[4, 4]",4,4,"[4, 4]",8,1.1337774,1.3003566,1.3003566,1.3003566,-0.21922347,1.0668017,1.3891155,1.3891155,1.3891155,0.0,0.19829834,0.08050903,0.08050903,0.08050903,0.0,0.24565129,0.017739192,0.017739192,0.017739192,0.0,4.0,44611.375,"(-0.11061716193909855, -0.10860630386153043)","(0.0, 0.0)",-0.21922347,0.0,,9240e3c4-6e30-4e20-b05a-0181b09be1ff,False,0
AOr,IAMcrazyHaggler-Yushu,IAMcrazyHaggler,Yushu,Travel,2010,188160,0.27286538,,188161,-1.0,-1.0,-0.11061716,-0.1086063,"(-0.11061716193909855, -0.10860630386153043)",-0.11061716,-0.1086063,"[-0.11061716193909855, -0.10860630386153043]",,,0,1.6223549,"[[0.0, 1.0], [0.0, 1.0]]","[[5.314625850340136e-06, 1.0], [1.0629251700680271e-05, 1.0]]",0.029469283,43616.258,43601.02,False,False,153,2,"[153, 2]",2,153,"[2, 153]",155,1.1337774,1.3003566,1.3003566,1.3003566,-0.21922347,1.0668017,1.3891155,1.3891155,1.3891155,0.0,0.19829834,0.08050903,0.08050903,0.08050903,0.0,0.24565129,0.017739192,0.017739192,0.017739192,0.0,177.0,43616.8,"(-0.11061716193909855, -0.10860630386153043)","(0.0, 0.0)",-0.21922347,0.0,,7ee3a777-7972-4657-b5ec-f8e5cb0c04fc,False,0
