mechanism_name,strategy_name,first_strategy_name,second_strategy_name,domain_name,year,n_outcomes,opposition,time_limit,n_rounds,f0,f1,reserved0,reserved1,reserved,resrank0,resrank1,resrank,strategy_params,second_strategy_params,perm_indx,max_pareto_welfare,utility_ranges,rank_ranges,ordinal_opposition,time,run_time,failed,succeeded,noffers0,noffers1,noffers,nreceived0,nreceived1,nreceived,nseen,pareto_dist,nash_dist,kalai_dist,modified_kalai_dist,max_welfare,ordinal_pareto_dist,ordinal_nash_dist,ordinal_kalai_dist,ordinal_modified_kalai_dist,ordinal_max_welfare,pareto_optimality,nash_optimality,kalai_optimality,modified_kalai_optimality,max_welfare_optimality,ordinal_pareto_optimality,ordinal_nash_optimality,ordinal_kalai_optimality,ordinal_modified_kalai_optimality,ordinal_max_welfare_optimality,steps,full_time,agreement_utils,agreement_ranks,welfare,welfare_rank,agreement,run_id,failed_after_init,trial
AOt,Yushu,Yushu,Yushu,ItexvsCypress,2010,180,0.39556846,180.0,,-1.0,-1.0,-0.035556324,-0.038648717,"(-0.035556325341615694, -0.03864871609160702)",-0.035556324,-0.038648717,"[-0.035556325341615694, -0.03864871609160702]",,,0,1.4486197,"[[0.0, 1.0], [0.0, 0.9999999999999999]]","[[0.005555555555555556, 1.0], [0.005555555555555556, 1.0]]",0.20964402,1802.9188,1802.7092,False,True,34,22,"[34, 22]",22,34,"[22, 34]",55,0.0,0.0,0.0,0.0,1.4486197,0.0,0.0,0.0,0.0,1.7111111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6737.0,180.33594,"(0.771555357672274, 0.6770643082030197)","(0.8222222222222222, 0.8888888888888888)",1.4486197,1.7111111,"('$3.47', '45 days', '30 days after delivery', '5% spoilage allowed')",-4195220432743426066,False,0
AOr,Nozomi-AgentK,Nozomi,AgentK,Travel,2010,188160,0.27286538,,188161,-1.0,-1.0,-0.11061716,-0.1086063,"(-0.11061716193909855, -0.10860630386153043)",-0.11061716,-0.1086063,"[-0.11061716193909855, -0.10860630386153043]",,,0,1.6223549,"[[0.0, 1.0], [0.0, 1.0]]","[[5.314625850340136e-06, 1.0], [1.0629251700680271e-05, 1.0]]",0.029469283,183.79526,183.77647,False,False,34,686,"[34, 686]",686,34,"[686, 34]",720,1.1337774,1.3003566,1.3003566,1.3003566,-0.21922347,1.0668017,1.3891155,1.3891155,1.3891155,0.0,0.19829834,0.08050903,0.08050903,0.08050903,0.0,0.24565129,0.017739192,0.017739192,0.017739192,0.0,30383.0,184.96307,"(-0.11061716193909855, -0.10860630386153043)","(0.0, 0.0)",-0.21922347,0.0,,-5713024568140611041,False,0
AOt,IAMhaggler,IAMhaggler,IAMhaggler,EnglandZimbabwe,2010,576,0.2681894,180.0,,-1.0,-1.0,-0.1221267,-0.10074251,"(-0.12212669484521901, -0.10074251354260369)",-0.1221267,-0.10074251,"[-0.12212669484521901, -0.10074251354260369]",,,0,1.6402689,"[[0.0, 1.0], [0.0, 1.0000000000000002]]","[[0.001736111111111111, 1.0], [0.001736111111111111, 1.0]]",0.09823996,1798.5383,1798.3824,False,True,8,2,"[8, 2]",2,8,"[2, 8]",10,0.0,0.37921727,0.29474577,0.29474577,1.4877824,0.0,0.4396031,0.38730845,0.38730845,1.5434028,1.0,0.7318529,0.7915833,0.7915833,0.9070356,1.0,0.68861306,0.72565526,0.72565526,0.8269767,42460.0,180.04704,"(0.5469047496279242, 0.940877575698611)","(0.546875, 0.9965277777777778)",1.4877824,1.5434028,"('$100 Billion', 'No reduction', 'Zimbabwe will increase tariffs on imports', 'England will increase imports', 'Creation of committee to discuss creation of fund')",6599637465941864256,False,0
AOr,AgentK-IAMhaggler,AgentK,IAMhaggler,ItexvsCypress,2010,180,0.39556846,,181,-1.0,-1.0,-0.035556324,-0.038648717,"(-0.035556325341615694, -0.03864871609160702)",-0.035556324,-0.038648717,"[-0.035556325341615694, -0.03864871609160702]",,,0,1.4486197,"[[0.0, 1.0], [0.0, 0.9999999999999999]]","[[0.005555555555555556, 1.0], [0.005555555555555556, 1.0]]",0.20964402,4.191122,4.1681437,False,False,4,3,"[4, 3]",3,4,"[3, 4]",7,0.8965559,1.0787374,1.0787374,1.0787374,-0.07420504,0.9978372,1.2108562,1.2108562,1.2108562,0.0,0.36603925,0.23721746,0.23721746,0.23721746,0.0,0.2904808,0.13901207,0.13901207,0.13901207,0.0,181.0,4.195473,"(-0.035556325341615694, -0.03864871609160702)","(0.0, 0.0)",-0.07420504,0.0,,-2291057757395900608,False,0
TAU0,Yushu-AgentK,Yushu,AgentK,EnglandZimbabwe,2010,576,0.2681894,,577,-1.0,-1.0,-0.1221267,-0.10074251,"(-0.12212669484521901, -0.10074251354260369)",-0.1221267,-0.10074251,"[-0.12212669484521901, -0.10074251354260369]",,,0,1.6402689,"[[0.0, 1.0], [0.0, 1.0000000000000002]]","[[0.001736111111111111, 1.0], [0.001736111111111111, 1.0]]",0.09823996,0.1503764,0.11884753,False,True,42,42,"[42, 42]",42,42,"[42, 42]",83,0.0,0.08402001,0.000860304,0.000860304,1.6059331,0.0,0.060265817,0.0,0.0,1.8611112,1.0,0.9405889,0.9993917,0.9993917,0.9790669,1.0,0.9573115,1.0,1.0,0.9972093,42.0,0.15402779,"(0.8061829794061371, 0.7997501037848405)","(0.9288194444444444, 0.9322916666666666)",1.6059331,1.8611112,"('$50 Billion', 'Reduction equal to fund size', 'Zimbabwe will increase tariffs on imports', 'England will increase imports', 'Creation of committee to discuss creation of fund')",1849923781068703245,False,0
AOr,IAMhaggler-AgentK,IAMhaggler,AgentK,EnglandZimbabwe,2010,576,0.2681894,,577,-1.0,-1.0,-0.1221267,-0.10074251,"(-0.12212669484521901, -0.10074251354260369)",-0.1221267,-0.10074251,"[-0.12212669484521901, -0.10074251354260369]",,,0,1.6402689,"[[0.0, 1.0], [0.0, 1.0000000000000002]]","[[0.001736111111111111, 1.0], [0.001736111111111111, 1.0]]",0.09823996,1.3672236,1.3445718,False,True,6,48,"[6, 48]",48,6,"[48, 6]",54,0.0,0.0,0.084472306,0.084472306,1.6402689,0.0,0.0,0.060265817,0.060265817,1.8663194,1.0,1.0,0.94026905,0.94026905,1.0,1.0,1.0,0.9573115,0.9573115,1.0,569.0,1.376438,"(0.8802274744800717, 0.7600414743154431)","(0.9739583333333334, 0.8923611111111112)",1.6402689,1.8663194,"('$10 billion', 'Reduction equal to fund size', 'Zimbabwe will increase tariffs on imports', 'England will increase imports', 'Creation of committee to discuss creation of fund')",-8909885344173893262,False,0
AOr,Yushu,Yushu,Yushu,ItexvsCypress,2010,180,0.39556846,,181,-1.0,-1.0,-0.035556324,-0.038648717,"(-0.035556325341615694, -0.03864871609160702)",-0.035556324,-0.038648717,"[-0.035556325341615694, -0.03864871609160702]",,,0,1.4486197,"[[0.0, 1.0], [0.0, 0.9999999999999999]]","[[0.005555555555555556, 1.0], [0.005555555555555556, 1.0]]",0.20964402,0.53588426,0.5200893,False,True,42,23,"[42, 23]",23,42,"[23, 42]",64,0.0,0.0,0.0,0.0,1.4486197,0.0,0.0,0.0,0.0,1.7111111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,173.0,0.53834283,"(0.771555357672274, 0.6770643082030197)","(0.8222222222222222, 0.8888888888888888)",1.4486197,1.7111111,"('$3.47', '45 days', '30 days after delivery', '5% spoilage allowed')",6741670463184169934,False,0
AOr,AgentK-Nozomi,AgentK,Nozomi,ItexvsCypress,2010,180,0.39556846,,181,-1.0,-1.0,-0.035556324,-0.038648717,"(-0.035556325341615694, -0.03864871609160702)",-0.035556324,-0.038648717,"[-0.035556325341615694, -0.03864871609160702]",,,0,1.4486197,"[[0.0, 1.0], [0.0, 0.9999999999999999]]","[[0.005555555555555556, 1.0], [0.005555555555555556, 1.0]]",0.20964402,3.0077207,2.990185,False,True,26,9,"[26, 9]",9,26,"[9, 26]",35,0.0,0.0,0.0,0.0,1.4486197,0.0,0.0,0.0,0.0,1.7111111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,150.0,3.0139277,"(0.771555357672274, 0.6770643082030197)","(0.8222222222222222, 0.8888888888888888)",1.4486197,1.7111111,"('$3.47', '45 days', '30 days after delivery', '5% spoilage allowed')",3953037266011585300,False,0
TAU0,Yushu-Nozomi,Yushu,Nozomi,Travel,2010,188160,0.27286538,,188161,-1.0,-1.0,-0.11061716,-0.1086063,"(-0.11061716193909855, -0.10860630386153043)",-0.11061716,-0.1086063,"[-0.11061716193909855, -0.10860630386153043]",,,0,1.6223549,"[[0.0, 1.0], [0.0, 1.0]]","[[5.314625850340136e-06, 1.0], [1.0629251700680271e-05, 1.0]]",0.029469283,8.234422,8.214673,False,True,5389,5389,"[5389, 5389]",5389,5389,"[5389, 5389]",10777,0.0,0.0,0.0,0.0,1.6187286,0.0,0.0,0.0,0.0,1.9643867,1.0,1.0,1.0,1.0,0.9977648,1.0,1.0,1.0,1.0,1.0,5389.0,9.146956,"(0.8391266315785179, 0.7796020142559059)","(0.993016581632653, 0.9713701105442177)",1.6187286,1.9643867,"('Hospitality', 'Nightlife and entertainment', 'International cuisine', 'Markets', 'Cinema', 'Bike tours', 'Monuments')",-8066005796100306462,False,0
AOt,AgentK-IAMhaggler,AgentK,IAMhaggler,ItexvsCypress,2010,180,0.39556846,180.0,,-1.0,-1.0,-0.035556324,-0.038648717,"(-0.035556325341615694, -0.03864871609160702)",-0.035556324,-0.038648717,"[-0.035556325341615694, -0.03864871609160702]",,,0,1.4486197,"[[0.0, 1.0], [0.0, 0.9999999999999999]]","[[0.005555555555555556, 1.0], [0.005555555555555556, 1.0]]",0.20964402,1811.0426,1810.864,False,False,7,3,"[7, 3]",3,7,"[3, 7]",10,0.8965559,1.0787374,1.0787374,1.0787374,-0.07420504,0.9978372,1.2108562,1.2108562,1.2108562,0.0,0.36603925,0.23721746,0.23721746,0.23721746,0.0,0.2904808,0.13901207,0.13901207,0.13901207,0.0,63081.0,181.38979,"(-0.035556325341615694, -0.03864871609160702)","(0.0, 0.0)",-0.07420504,0.0,,7453447466879767764,False,0
AOt,Nozomi-AgentK,Nozomi,AgentK,EnglandZimbabwe,2010,576,0.2681894,180.0,,-1.0,-1.0,-0.1221267,-0.10074251,"(-0.12212669484521901, -0.10074251354260369)",-0.1221267,-0.10074251,"[-0.12212669484521901, -0.10074251354260369]",,,0,1.6402689,"[[0.0, 1.0], [0.0, 1.0000000000000002]]","[[0.001736111111111111, 1.0], [0.001736111111111111, 1.0]]",0.09823996,1504.7001,1504.5148,False,True,15,30,"[15, 30]",30,15,"[30, 15]",45,0.0,0.16849074,0.08402001,0.08402001,1.5724071,0.0,0.13609384,0.07802849,0.07802849,1.8159722,1.0,0.8808591,0.9405889,0.9405889,0.95862764,1.0,0.90359974,0.94472957,0.94472957,0.97302324,66609.0,150.79726,"(0.7320894855244258, 0.8403176407625896)","(0.8559027777777778, 0.9600694444444444)",1.5724071,1.8159722,"('$50 Billion', 'Reduction equal to half of fund size', 'Zimbabwe will increase tariffs on imports', 'England will increase imports', 'Creation of committee to discuss creation of fund')",-2286967345532276416,False,0
AOt,Yushu-AgentK,Yushu,AgentK,ItexvsCypress,2010,180,0.39556846,180.0,,-1.0,-1.0,-0.035556324,-0.038648717,"(-0.035556325341615694, -0.03864871609160702)",-0.035556324,-0.038648717,"[-0.035556325341615694, -0.03864871609160702]",,,0,1.4486197,"[[0.0, 1.0], [0.0, 0.9999999999999999]]","[[0.005555555555555556, 1.0], [0.005555555555555556, 1.0]]",0.20964402,1712.3927,1712.1975,False,True,16,19,"[16, 19]",19,16,"[19, 16]",35,0.10168832,0.113195814,0.113195814,0.113195814,1.2925379,0.14582671,0.14582671,0.14582671,0.14582671,1.5055555,0.9280955,0.9199585,0.9199585,0.9199585,0.8922549,0.8963089,0.8963089,0.8963089,0.8963089,0.8798701,8381.0,171.26753,"(0.7112985556545197, 0.5812394166032727)","(0.7277777777777777, 0.7777777777777778)",1.2925379,1.5055555,"('$3.71', '45 days', 'Upon delivery', '5% spoilage allowed')",-7466430590732189241,False,0
AOr,IAMhaggler,IAMhaggler,IAMhaggler,Travel,2010,188160,0.27286538,,188161,-1.0,-1.0,-0.11061716,-0.1086063,"(-0.11061716193909855, -0.10860630386153043)",-0.11061716,-0.1086063,"[-0.11061716193909855, -0.10860630386153043]",,,0,1.6223549,"[[0.0, 1.0], [0.0, 1.0]]","[[5.314625850340136e-06, 1.0], [1.0629251700680271e-05, 1.0]]",0.029469283,181.03915,181.01688,False,False,1,1,"[1, 1]",1,1,"[1, 1]",2,1.1337774,1.3003566,1.3003566,1.3003566,-0.21922347,1.0668017,1.3891155,1.3891155,1.3891155,0.0,0.19829834,0.08050903,0.08050903,0.08050903,0.0,0.24565129,0.017739192,0.017739192,0.017739192,0.0,53.0,181.79117,"(-0.11061716193909855, -0.10860630386153043)","(0.0, 0.0)",-0.21922347,0.0,,8817170863123190078,False,0
AOr,AgentK-Yushu,AgentK,Yushu,Travel,2010,188160,0.27286538,,188161,-1.0,-1.0,-0.11061716,-0.1086063,"(-0.11061716193909855, -0.10860630386153043)",-0.11061716,-0.1086063,"[-0.11061716193909855, -0.10860630386153043]",,,0,1.6223549,"[[0.0, 1.0], [0.0, 1.0]]","[[5.314625850340136e-06, 1.0], [1.0629251700680271e-05, 1.0]]",0.029469283,180.94421,180.92462,False,False,232,2,"[232, 2]",2,232,"[2, 232]",234,1.1337774,1.3003566,1.3003566,1.3003566,-0.21922347,1.0668017,1.3891155,1.3891155,1.3891155,0.0,0.19829834,0.08050903,0.08050903,0.08050903,0.0,0.24565129,0.017739192,0.017739192,0.017739192,0.0,585.0,181.7664,"(-0.11061716193909855, -0.10860630386153043)","(0.0, 0.0)",-0.21922347,0.0,,7284833647918190658,False,0
TAU0,AgentK,AgentK,AgentK,ItexvsCypress,2010,180,0.39556846,,181,-1.0,-1.0,-0.035556324,-0.038648717,"(-0.035556325341615694, -0.03864871609160702)",-0.035556324,-0.038648717,"[-0.035556325341615694, -0.03864871609160702]",,,0,1.4486197,"[[0.0, 1.0], [0.0, 0.9999999999999999]]","[[0.005555555555555556, 1.0], [0.005555555555555556, 1.0]]",0.20964402,0.07864377,0.061136782,False,True,33,33,"[33, 33]",33,33,"[33, 33]",65,0.0,0.0,0.0,0.0,1.4486197,0.0,0.0,0.0,0.0,1.7111111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,0.08047329,"(0.771555357672274, 0.6770643082030197)","(0.8222222222222222, 0.8888888888888888)",1.4486197,1.7111111,"('$3.47', '45 days', '30 days after delivery', '5% spoilage allowed')",-2319100478809406937,False,0
AOt,Yushu,Yushu,Yushu,EnglandZimbabwe,2010,576,0.2681894,180.0,,-1.0,-1.0,-0.1221267,-0.10074251,"(-0.12212669484521901, -0.10074251354260369)",-0.1221267,-0.10074251,"[-0.12212669484521901, -0.10074251354260369]",,,0,1.6402689,"[[0.0, 1.0], [0.0, 1.0000000000000002]]","[[0.001736111111111111, 1.0], [0.001736111111111111, 1.0]]",0.09823996,1542.1825,1542.0039,False,True,24,17,"[24, 17]",17,24,"[17, 24]",41,0.0,0.08402001,0.000860304,0.000860304,1.6059331,0.0,0.060265817,0.0,0.0,1.8611112,1.0,0.9405889,0.9993917,0.9993917,0.9790669,1.0,0.9573115,1.0,1.0,0.9972093,6014.0,154.26923,"(0.8061829794061371, 0.7997501037848405)","(0.9288194444444444, 0.9322916666666666)",1.6059331,1.8611112,"('$50 Billion', 'Reduction equal to fund size', 'Zimbabwe will increase tariffs on imports', 'England will increase imports', 'Creation of committee to discuss creation of fund')",-1946144878730158426,False,0
AOr,IAMhaggler-Yushu,IAMhaggler,Yushu,ItexvsCypress,2010,180,0.39556846,,181,-1.0,-1.0,-0.035556324,-0.038648717,"(-0.035556325341615694, -0.03864871609160702)",-0.035556324,-0.038648717,"[-0.035556325341615694, -0.03864871609160702]",,,0,1.4486197,"[[0.0, 1.0], [0.0, 0.9999999999999999]]","[[0.005555555555555556, 1.0], [0.005555555555555556, 1.0]]",0.20964402,1.8887461,1.8725342,False,False,4,29,"[4, 29]",29,4,"[29, 4]",32,0.8965559,1.0787374,1.0787374,1.0787374,-0.07420504,0.9978372,1.2108562,1.2108562,1.2108562,0.0,0.36603925,0.23721746,0.23721746,0.23721746,0.0,0.2904808,0.13901207,0.13901207,0.13901207,0.0,181.0,1.8908521,"(-0.035556325341615694, -0.03864871609160702)","(0.0, 0.0)",-0.07420504,0.0,,7510687995169713348,False,0
TAU0,Nozomi-Yushu,Nozomi,Yushu,EnglandZimbabwe,2010,576,0.2681894,,577,-1.0,-1.0,-0.1221267,-0.10074251,"(-0.12212669484521901, -0.10074251354260369)",-0.1221267,-0.10074251,"[-0.12212669484521901, -0.10074251354260369]",,,0,1.6402689,"[[0.0, 1.0], [0.0, 1.0000000000000002]]","[[0.001736111111111111, 1.0], [0.001736111111111111, 1.0]]",0.09823996,0.1401156,0.12187078,False,True,42,42,"[42, 42]",42,42,"[42, 42]",83,0.0,0.08402001,0.000860304,0.000860304,1.6059331,0.0,0.060265817,0.0,0.0,1.8611112,1.0,0.9405889,0.9993917,0.9993917,0.9790669,1.0,0.9573115,1.0,1.0,0.9972093,42.0,0.1436423,"(0.8061829794061371, 0.7997501037848405)","(0.9288194444444444, 0.9322916666666666)",1.6059331,1.8611112,"('$50 Billion', 'Reduction equal to fund size', 'Zimbabwe will increase tariffs on imports', 'England will increase imports', 'Creation of committee to discuss creation of fund')",-4858491303015793123,False,0
AOr,Yushu-IAMhaggler,Yushu,IAMhaggler,EnglandZimbabwe,2010,576,0.2681894,,577,-1.0,-1.0,-0.1221267,-0.10074251,"(-0.12212669484521901, -0.10074251354260369)",-0.1221267,-0.10074251,"[-0.12212669484521901, -0.10074251354260369]",,,0,1.6402689,"[[0.0, 1.0], [0.0, 1.0000000000000002]]","[[0.001736111111111111, 1.0], [0.001736111111111111, 1.0]]",0.09823996,3.9784143,3.960479,False,True,80,5,"[80, 5]",5,80,"[5, 80]",84,0.0,0.16849074,0.08402001,0.08402001,1.5724071,0.0,0.13609384,0.07802849,0.07802849,1.8159722,1.0,0.8808591,0.9405889,0.9405889,0.95862764,1.0,0.90359974,0.94472957,0.94472957,0.97302324,574.0,3.9920607,"(0.7320894855244258, 0.8403176407625896)","(0.8559027777777778, 0.9600694444444444)",1.5724071,1.8159722,"('$50 Billion', 'Reduction equal to half of fund size', 'Zimbabwe will increase tariffs on imports', 'England will increase imports', 'Creation of committee to discuss creation of fund')",3289619703168702663,False,0
AOr,Yushu-AgentK,Yushu,AgentK,Travel,2010,188160,0.27286538,,188161,-1.0,-1.0,-0.11061716,-0.1086063,"(-0.11061716193909855, -0.10860630386153043)",-0.11061716,-0.1086063,"[-0.11061716193909855, -0.10860630386153043]",,,0,1.6223549,"[[0.0, 1.0], [0.0, 1.0]]","[[5.314625850340136e-06, 1.0], [1.0629251700680271e-05, 1.0]]",0.029469283,182.90955,182.88992,False,False,1,251,"[1, 251]",251,1,"[251, 1]",252,1.1337774,1.3003566,1.3003566,1.3003566,-0.21922347,1.0668017,1.3891155,1.3891155,1.3891155,0.0,0.19829834,0.08050903,0.08050903,0.08050903,0.0,0.24565129,0.017739192,0.017739192,0.017739192,0.0,563.0,184.32509,"(-0.11061716193909855, -0.10860630386153043)","(0.0, 0.0)",-0.21922347,0.0,,7394093468700038968,False,0
AOr,IAMhaggler-Nozomi,IAMhaggler,Nozomi,Travel,2010,188160,0.27286538,,188161,-1.0,-1.0,-0.11061716,-0.1086063,"(-0.11061716193909855, -0.10860630386153043)",-0.11061716,-0.1086063,"[-0.11061716193909855, -0.10860630386153043]",,,0,1.6223549,"[[0.0, 1.0], [0.0, 1.0]]","[[5.314625850340136e-06, 1.0], [1.0629251700680271e-05, 1.0]]",0.029469283,183.94427,183.23804,False,False,1,2,"[1, 2]",2,1,"[2, 1]",3,1.1337774,1.3003566,1.3003566,1.3003566,-0.21922347,1.0668017,1.3891155,1.3891155,1.3891155,0.0,0.19829834,0.08050903,0.08050903,0.08050903,0.0,0.24565129,0.017739192,0.017739192,0.017739192,0.0,99.0,185.0596,"(-0.11061716193909855, -0.10860630386153043)","(0.0, 0.0)",-0.21922347,0.0,,6848854440362607706,False,0
TAU0,AgentK,AgentK,AgentK,Travel,2010,188160,0.27286538,,188161,-1.0,-1.0,-0.11061716,-0.1086063,"(-0.11061716193909855, -0.10860630386153043)",-0.11061716,-0.1086063,"[-0.11061716193909855, -0.10860630386153043]",,,0,1.6223549,"[[0.0, 1.0], [0.0, 1.0]]","[[5.314625850340136e-06, 1.0], [1.0629251700680271e-05, 1.0]]",0.029469283,54.30932,54.29112,False,True,5389,5389,"[5389, 5389]",5389,5389,"[5389, 5389]",10777,0.0,0.0,0.0,0.0,1.6187286,0.0,0.0,0.0,0.0,1.9643867,1.0,1.0,1.0,1.0,0.9977648,1.0,1.0,1.0,1.0,1.0,5389.0,55.393353,"(0.8391266315785179, 0.7796020142559059)","(0.993016581632653, 0.9713701105442177)",1.6187286,1.9643867,"('Hospitality', 'Nightlife and entertainment', 'International cuisine', 'Markets', 'Cinema', 'Bike tours', 'Monuments')",6604924628808169270,False,0
AOt,AgentK-Nozomi,AgentK,Nozomi,Travel,2010,188160,0.27286538,180.0,,-1.0,-1.0,-0.11061716,-0.1086063,"(-0.11061716193909855, -0.10860630386153043)",-0.11061716,-0.1086063,"[-0.11061716193909855, -0.10860630386153043]",,,0,1.6223549,"[[0.0, 1.0], [0.0, 1.0]]","[[5.314625850340136e-06, 1.0], [1.0629251700680271e-05, 1.0]]",0.029469283,1656.3578,1656.0396,False,True,3704,274,"[3704, 274]",274,3704,"[274, 3704]",3978,0.15837406,0.3254233,0.3254233,0.3254233,1.2348727,0.06826006,0.20878068,0.20878068,0.20878068,1.7276945,0.88801265,0.76989096,0.76989096,0.76989096,0.7611606,0.95173246,0.8523686,0.8523686,0.8523686,0.8795084,57172.0,167.51309,"(0.5202584486677905, 0.7146142260384791)","(0.7864158163265306, 0.9412786989795918)",1.2348727,1.7276945,"('Security (personal)', 'Nightlife and entertainment', 'International cuisine', 'Markets', 'Cinema', 'Bike tours', 'Square')",-7422609229711597135,False,0
AOr,Yushu-IAMhaggler,Yushu,IAMhaggler,ItexvsCypress,2010,180,0.39556846,,181,-1.0,-1.0,-0.035556324,-0.038648717,"(-0.035556325341615694, -0.03864871609160702)",-0.035556324,-0.038648717,"[-0.035556325341615694, -0.03864871609160702]",,,0,1.4486197,"[[0.0, 1.0], [0.0, 0.9999999999999999]]","[[0.005555555555555556, 1.0], [0.005555555555555556, 1.0]]",0.20964402,3.2054825,3.1889312,False,True,48,2,"[48, 2]",2,48,"[2, 48]",49,0.030507127,0.6224204,0.6224204,0.6224204,1.0361447,0.015713483,0.7056212,0.7056212,0.7056212,1.1,0.9784282,0.55988234,0.55988234,0.55988234,0.7152635,0.9888268,0.49826306,0.49826306,0.49826306,0.64285713,181.0,3.2127464,"(0.17651246939820464, 0.8596322543592901)","(0.12222222222222222, 0.9777777777777777)",1.0361447,1.1,"('$4.37', '45 days', 'Upon delivery', '5% spoilage allowed')",-2174343552085263247,False,0
TAU0,IAMhaggler,IAMhaggler,IAMhaggler,ItexvsCypress,2010,180,0.39556846,,181,-1.0,-1.0,-0.035556324,-0.038648717,"(-0.035556325341615694, -0.03864871609160702)",-0.035556324,-0.038648717,"[-0.035556325341615694, -0.03864871609160702]",,,0,1.4486197,"[[0.0, 1.0], [0.0, 0.9999999999999999]]","[[0.005555555555555556, 1.0], [0.005555555555555556, 1.0]]",0.20964402,0.08597217,0.06961011,False,True,33,33,"[33, 33]",33,33,"[33, 33]",65,0.0,0.0,0.0,0.0,1.4486197,0.0,0.0,0.0,0.0,1.7111111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,0.088906504,"(0.771555357672274, 0.6770643082030197)","(0.8222222222222222, 0.8888888888888888)",1.4486197,1.7111111,"('$3.47', '45 days', '30 days after delivery', '5% spoilage allowed')",-430135853340146491,False,0
TAU0,IAMhaggler-AgentK,IAMhaggler,AgentK,ItexvsCypress,2010,180,0.39556846,,181,-1.0,-1.0,-0.035556324,-0.038648717,"(-0.035556325341615694, -0.03864871609160702)",-0.035556324,-0.038648717,"[-0.035556325341615694, -0.03864871609160702]",,,0,1.4486197,"[[0.0, 1.0], [0.0, 0.9999999999999999]]","[[0.005555555555555556, 1.0], [0.005555555555555556, 1.0]]",0.20964402,0.050607283,0.034138843,False,True,33,33,"[33, 33]",33,33,"[33, 33]",65,0.0,0.0,0.0,0.0,1.4486197,0.0,0.0,0.0,0.0,1.7111111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,0.052089047,"(0.771555357672274, 0.6770643082030197)","(0.8222222222222222, 0.8888888888888888)",1.4486197,1.7111111,"('$3.47', '45 days', '30 days after delivery', '5% spoilage allowed')",-602711026222250763,False,0
AOt,AgentK-IAMhaggler,AgentK,IAMhaggler,Travel,2010,188160,0.27286538,180.0,,-1.0,-1.0,-0.11061716,-0.1086063,"(-0.11061716193909855, -0.10860630386153043)",-0.11061716,-0.1086063,"[-0.11061716193909855, -0.10860630386153043]",,,0,1.6223549,"[[0.0, 1.0], [0.0, 1.0]]","[[5.314625850340136e-06, 1.0], [1.0629251700680271e-05, 1.0]]",0.029469283,716.15533,715.9764,False,True,37,19,"[37, 19]",19,37,"[19, 37]",55,0.021609917,0.14304605,0.14304605,0.14304605,1.5695032,0.007127981,0.06504709,0.06504709,0.06504709,1.9054315,0.98471946,0.89885116,0.89885116,0.89885116,0.96742284,0.9949597,0.9540044,0.9540044,0.9540044,0.969988,42.0,72.76169,"(0.9126224842883544, 0.6568806594312985)","(0.9988467261904762, 0.9065848214285714)",1.5695032,1.9054315,"('Hospitality', 'Zoo', 'Local cuisine', 'Markets', 'Cinema', 'Bike tours', 'Monuments')",4688123827126866454,False,0
TAU0,Nozomi-AgentK,Nozomi,AgentK,Travel,2010,188160,0.27286538,,188161,-1.0,-1.0,-0.11061716,-0.1086063,"(-0.11061716193909855, -0.10860630386153043)",-0.11061716,-0.1086063,"[-0.11061716193909855, -0.10860630386153043]",,,0,1.6223549,"[[0.0, 1.0], [0.0, 1.0]]","[[5.314625850340136e-06, 1.0], [1.0629251700680271e-05, 1.0]]",0.029469283,43.879272,43.859802,False,True,5389,5389,"[5389, 5389]",5389,5389,"[5389, 5389]",10777,0.0,0.0,0.0,0.0,1.6187286,0.0,0.0,0.0,0.0,1.9643867,1.0,1.0,1.0,1.0,0.9977648,1.0,1.0,1.0,1.0,1.0,5389.0,44.89007,"(0.8391266315785179, 0.7796020142559059)","(0.993016581632653, 0.9713701105442177)",1.6187286,1.9643867,"('Hospitality', 'Nightlife and entertainment', 'International cuisine', 'Markets', 'Cinema', 'Bike tours', 'Monuments')",-1721687448407132173,False,0
